#Planet: 1.1620 Mjup, 1.1380 Rjup, 0.031 au 
#Star: 0.846 Msun, 0.328 Lsun 
#Spectrum: 24170 ergs/s/cm2, hd189733, [0.620,91.165] nm
#HD189733b w/ 10xZ_solar H,He,C,N,O,Ne,MgII,SiII,Ca. Actual HD189733 spectrum.
r,r/Rp,v,T,rho
36673883957.8,4.508,8.20452e+05,1.11331e+03,3.82868e-19
36683519287.1,4.509,8.21103e+05,1.11242e+03,3.82364e-19
36693154616.3,4.510,8.21754e+05,1.11152e+03,3.81860e-19
36702789945.6,4.511,8.22406e+05,1.11062e+03,3.81357e-19
36712425274.8,4.512,8.23057e+05,1.10973e+03,3.80855e-19
36722060604.1,4.514,8.23709e+05,1.10884e+03,3.80354e-19
36731695933.3,4.515,8.24361e+05,1.10794e+03,3.79854e-19
36741331262.6,4.516,8.25013e+05,1.10705e+03,3.79355e-19
36750966591.9,4.517,8.25665e+05,1.10616e+03,3.78856e-19
36760601921.1,4.518,8.26318e+05,1.10527e+03,3.78359e-19
36770237250.4,4.520,8.26970e+05,1.10439e+03,3.77862e-19
36779872579.6,4.521,8.27623e+05,1.10350e+03,3.77366e-19
36789507908.9,4.522,8.28276e+05,1.10261e+03,3.76871e-19
36799143238.1,4.523,8.28929e+05,1.10173e+03,3.76377e-19
36808778567.4,4.524,8.29582e+05,1.10084e+03,3.75884e-19
36818413896.6,4.525,8.30236e+05,1.09996e+03,3.75392e-19
36828049225.9,4.527,8.30890e+05,1.09908e+03,3.74900e-19
36837684555.2,4.528,8.31543e+05,1.09820e+03,3.74409e-19
36847319884.4,4.529,8.32197e+05,1.09732e+03,3.73920e-19
36856955213.7,4.530,8.32851e+05,1.09644e+03,3.73431e-19
36866590542.9,4.531,8.33506e+05,1.09556e+03,3.72942e-19
36876225872.2,4.533,8.34160e+05,1.09469e+03,3.72455e-19
36885861201.4,4.534,8.34815e+05,1.09381e+03,3.71969e-19
36895496530.7,4.535,8.35470e+05,1.09294e+03,3.71483e-19
36905131859.9,4.536,8.36125e+05,1.09206e+03,3.70998e-19
36914767189.2,4.537,8.36780e+05,1.09119e+03,3.70514e-19
36924402518.5,4.539,8.37435e+05,1.09032e+03,3.70031e-19
36934037847.7,4.540,8.38090e+05,1.08945e+03,3.69549e-19
36943673177.0,4.541,8.38746e+05,1.08858e+03,3.69067e-19
36953308506.2,4.542,8.39402e+05,1.08771e+03,3.68587e-19
36962943835.5,4.543,8.40058e+05,1.08685e+03,3.68107e-19
36972579164.7,4.544,8.40714e+05,1.08598e+03,3.67628e-19
36982214494.0,4.546,8.41370e+05,1.08512e+03,3.67150e-19
36991849823.2,4.547,8.42027e+05,1.08425e+03,3.66673e-19
37001485152.5,4.548,8.42683e+05,1.08339e+03,3.66196e-19
37011120481.8,4.549,8.43340e+05,1.08253e+03,3.65720e-19
37020755811.0,4.550,8.43997e+05,1.08167e+03,3.65246e-19
37030391140.3,4.552,8.44654e+05,1.08081e+03,3.64771e-19
37040026469.5,4.553,8.45311e+05,1.07995e+03,3.64298e-19
37049661798.8,4.554,8.45969e+05,1.07909e+03,3.63826e-19
37059297128.0,4.555,8.46626e+05,1.07823e+03,3.63354e-19
37068932457.3,4.556,8.47284e+05,1.07738e+03,3.62883e-19
37078567786.5,4.557,8.47942e+05,1.07652e+03,3.62413e-19
37088203115.8,4.559,8.48600e+05,1.07567e+03,3.61944e-19
37097838445.0,4.560,8.49258e+05,1.07482e+03,3.61476e-19
37107473774.3,4.561,8.49916e+05,1.07397e+03,3.61008e-19
37117109103.6,4.562,8.50575e+05,1.07312e+03,3.60542e-19
37126744432.8,4.563,8.51234e+05,1.07227e+03,3.60076e-19
37136379762.1,4.565,8.51892e+05,1.07142e+03,3.59610e-19
37146015091.3,4.566,8.52551e+05,1.07057e+03,3.59146e-19
37155650420.6,4.567,8.53211e+05,1.06972e+03,3.58683e-19
37165285749.8,4.568,8.53870e+05,1.06888e+03,3.58220e-19
37174921079.1,4.569,8.54529e+05,1.06803e+03,3.57758e-19
37184556408.3,4.570,8.55189e+05,1.06719e+03,3.57297e-19
37194191737.6,4.572,8.55849e+05,1.06635e+03,3.56836e-19
37203827066.9,4.573,8.56509e+05,1.06551e+03,3.56377e-19
37213462396.1,4.574,8.57169e+05,1.06466e+03,3.55918e-19
37223097725.4,4.575,8.57829e+05,1.06383e+03,3.55460e-19
37232733054.6,4.576,8.58490e+05,1.06299e+03,3.55002e-19
37242368383.9,4.578,8.59150e+05,1.06215e+03,3.54546e-19
37252003713.1,4.579,8.59811e+05,1.06131e+03,3.54090e-19
37261639042.4,4.580,8.60472e+05,1.06048e+03,3.53635e-19
37271274371.6,4.581,8.61133e+05,1.05964e+03,3.53181e-19
37280909700.9,4.582,8.61794e+05,1.05881e+03,3.52728e-19
37290545030.2,4.584,8.62456e+05,1.05798e+03,3.52275e-19
37300180359.4,4.585,8.63117e+05,1.05714e+03,3.51823e-19
37309815688.7,4.586,8.63779e+05,1.05631e+03,3.51372e-19
37319451017.9,4.587,8.64441e+05,1.05548e+03,3.50922e-19
37329086347.2,4.588,8.65103e+05,1.05466e+03,3.50472e-19
37338721676.4,4.589,8.65765e+05,1.05383e+03,3.50024e-19
37348357005.7,4.591,8.66427e+05,1.05300e+03,3.49576e-19
37357992334.9,4.592,8.67090e+05,1.05218e+03,3.49128e-19
37367627664.2,4.593,8.67752e+05,1.05135e+03,3.48682e-19
37377262993.5,4.594,8.68415e+05,1.05053e+03,3.48236e-19
37386898322.7,4.595,8.69078e+05,1.04970e+03,3.47791e-19
37396533652.0,4.597,8.69741e+05,1.04888e+03,3.47347e-19
37406168981.2,4.598,8.70404e+05,1.04806e+03,3.46904e-19
37415804310.5,4.599,8.71068e+05,1.04724e+03,3.46461e-19
37425439639.7,4.600,8.71731e+05,1.04642e+03,3.46019e-19
37435074969.0,4.601,8.72395e+05,1.04561e+03,3.45578e-19
37444710298.2,4.602,8.73059e+05,1.04479e+03,3.45137e-19
37454345627.5,4.604,8.73723e+05,1.04397e+03,3.44698e-19
37463980956.7,4.605,8.74387e+05,1.04316e+03,3.44259e-19
37473616286.0,4.606,8.75051e+05,1.04234e+03,3.43820e-19
37483251615.3,4.607,8.75716e+05,1.04153e+03,3.43383e-19
37492886944.5,4.608,8.76380e+05,1.04072e+03,3.42946e-19
37502522273.8,4.610,8.77045e+05,1.03991e+03,3.42510e-19
37512157603.0,4.611,8.77710e+05,1.03910e+03,3.42075e-19
37521792932.3,4.612,8.78375e+05,1.03829e+03,3.41640e-19
37531428261.5,4.613,8.79040e+05,1.03748e+03,3.41207e-19
37541063590.8,4.614,8.79705e+05,1.03667e+03,3.40774e-19
37550698920.0,4.615,8.80371e+05,1.03586e+03,3.40341e-19
37560334249.3,4.617,8.81037e+05,1.03506e+03,3.39910e-19
37569969578.6,4.618,8.81702e+05,1.03425e+03,3.39479e-19
37579604907.8,4.619,8.82368e+05,1.03345e+03,3.39049e-19
37589240237.1,4.620,8.83034e+05,1.03265e+03,3.38619e-19
37598875566.3,4.621,8.83701e+05,1.03185e+03,3.38191e-19
37608510895.6,4.623,8.84367e+05,1.03105e+03,3.37763e-19
37618146224.8,4.624,8.85033e+05,1.03025e+03,3.37335e-19
37627781554.1,4.625,8.85700e+05,1.02945e+03,3.36909e-19
37637416883.3,4.626,8.86367e+05,1.02865e+03,3.36483e-19
37647052212.6,4.627,8.87034e+05,1.02785e+03,3.36058e-19
37656687541.9,4.629,8.87701e+05,1.02706e+03,3.35633e-19
37666322871.1,4.630,8.88368e+05,1.02626e+03,3.35210e-19
37675958200.4,4.631,8.89036e+05,1.02547e+03,3.34787e-19
37685593529.6,4.632,8.89703e+05,1.02467e+03,3.34365e-19
37695228858.9,4.633,8.90371e+05,1.02388e+03,3.33943e-19
37704864188.1,4.634,8.91039e+05,1.02309e+03,3.33522e-19
37714499517.4,4.636,8.91707e+05,1.02230e+03,3.33102e-19
37724134846.6,4.637,8.92375e+05,1.02151e+03,3.32683e-19
37733770175.9,4.638,8.93043e+05,1.02072e+03,3.32264e-19
37743405505.2,4.639,8.93712e+05,1.01993e+03,3.31846e-19
37753040834.4,4.640,8.94380e+05,1.01915e+03,3.31429e-19
37762676163.7,4.642,8.95049e+05,1.01836e+03,3.31012e-19
37772311492.9,4.643,8.95718e+05,1.01757e+03,3.30596e-19
37781946822.2,4.644,8.96387e+05,1.01679e+03,3.30181e-19
37791582151.4,4.645,8.97056e+05,1.01601e+03,3.29766e-19
37801217480.7,4.646,8.97725e+05,1.01522e+03,3.29353e-19
37810852809.9,4.647,8.98395e+05,1.01444e+03,3.28940e-19
37820488139.2,4.649,8.99064e+05,1.01366e+03,3.28527e-19
37830123468.4,4.650,8.99734e+05,1.01288e+03,3.28115e-19
37839758797.7,4.651,9.00404e+05,1.01210e+03,3.27704e-19
37849394127.0,4.652,9.01074e+05,1.01133e+03,3.27294e-19
37859029456.2,4.653,9.01744e+05,1.01055e+03,3.26884e-19
37868664785.5,4.655,9.02414e+05,1.00977e+03,3.26475e-19
37878300114.7,4.656,9.03085e+05,1.00900e+03,3.26067e-19
37887935444.0,4.657,9.03755e+05,1.00823e+03,3.25659e-19
37897570773.2,4.658,9.04426e+05,1.00745e+03,3.25252e-19
37907206102.5,4.659,9.05097e+05,1.00668e+03,3.24846e-19
37916841431.7,4.660,9.05768e+05,1.00591e+03,3.24440e-19
37926476761.0,4.662,9.06439e+05,1.00514e+03,3.24036e-19
37936112090.3,4.663,9.07110e+05,1.00437e+03,3.23631e-19
37945747419.5,4.664,9.07782e+05,1.00360e+03,3.23228e-19
37955382748.8,4.665,9.08453e+05,1.00283e+03,3.22825e-19
37965018078.0,4.666,9.09125e+05,1.00206e+03,3.22423e-19
37974653407.3,4.668,9.09797e+05,1.00130e+03,3.22021e-19
37984288736.5,4.669,9.10469e+05,1.00053e+03,3.21620e-19
37993924065.8,4.670,9.11141e+05,9.99769e+02,3.21220e-19
38003559395.0,4.671,9.11813e+05,9.99006e+02,3.20820e-19
38013194724.3,4.672,9.12486e+05,9.98243e+02,3.20421e-19
38022830053.6,4.674,9.13158e+05,9.97481e+02,3.20023e-19
38032465382.8,4.675,9.13831e+05,9.96721e+02,3.19626e-19
38042100712.1,4.676,9.14504e+05,9.95961e+02,3.19229e-19
38051736041.3,4.677,9.15177e+05,9.95202e+02,3.18832e-19
38061371370.6,4.678,9.15850e+05,9.94444e+02,3.18437e-19
38071006699.8,4.679,9.16523e+05,9.93686e+02,3.18042e-19
38080642029.1,4.681,9.17196e+05,9.92930e+02,3.17648e-19
38090277358.3,4.682,9.17870e+05,9.92174e+02,3.17254e-19
38099912687.6,4.683,9.18543e+05,9.91420e+02,3.16861e-19
38109548016.9,4.684,9.19217e+05,9.90666e+02,3.16469e-19
38119183346.1,4.685,9.19891e+05,9.89913e+02,3.16077e-19
38128818675.4,4.687,9.20565e+05,9.89161e+02,3.15686e-19
38138454004.6,4.688,9.21239e+05,9.88410e+02,3.15295e-19
38148089333.9,4.689,9.21913e+05,9.87660e+02,3.14906e-19
38157724663.1,4.690,9.22588e+05,9.86910e+02,3.14517e-19
38167359992.4,4.691,9.23262e+05,9.86162e+02,3.14128e-19
38176995321.6,4.692,9.23937e+05,9.85414e+02,3.13740e-19
38186630650.9,4.694,9.24612e+05,9.84667e+02,3.13353e-19
38196265980.1,4.695,9.25287e+05,9.83921e+02,3.12967e-19
38205901309.4,4.696,9.25962e+05,9.83176e+02,3.12581e-19
38215536638.7,4.697,9.26637e+05,9.82432e+02,3.12195e-19
38225171967.9,4.698,9.27313e+05,9.81688e+02,3.11811e-19
38234807297.2,4.700,9.27988e+05,9.80946e+02,3.11427e-19
38244442626.4,4.701,9.28664e+05,9.80204e+02,3.11043e-19
38254077955.7,4.702,9.29340e+05,9.79463e+02,3.10661e-19
38263713284.9,4.703,9.30016e+05,9.78723e+02,3.10279e-19
38273348614.2,4.704,9.30692e+05,9.77984e+02,3.09897e-19
38282983943.4,4.706,9.31368e+05,9.77246e+02,3.09516e-19
38292619272.7,4.707,9.32044e+05,9.76508e+02,3.09136e-19
38302254602.0,4.708,9.32720e+05,9.75771e+02,3.08756e-19
38311889931.2,4.709,9.33397e+05,9.75036e+02,3.08377e-19
38321525260.5,4.710,9.34074e+05,9.74301e+02,3.07999e-19
38331160589.7,4.711,9.34751e+05,9.73567e+02,3.07621e-19
38340795919.0,4.713,9.35428e+05,9.72833e+02,3.07244e-19
38350431248.2,4.714,9.36105e+05,9.72101e+02,3.06868e-19
38360066577.5,4.715,9.36782e+05,9.71369e+02,3.06492e-19
38369701906.7,4.716,9.37459e+05,9.70639e+02,3.06117e-19
38379337236.0,4.717,9.38137e+05,9.69909e+02,3.05742e-19
38388972565.3,4.719,9.38814e+05,9.69180e+02,3.05368e-19
38398607894.5,4.720,9.39492e+05,9.68451e+02,3.04995e-19
38408243223.8,4.721,9.40170e+05,9.67724e+02,3.04622e-19
38417878553.0,4.722,9.40848e+05,9.66997e+02,3.04250e-19
38427513882.3,4.723,9.41526e+05,9.66272e+02,3.03878e-19
38437149211.5,4.724,9.42204e+05,9.65547e+02,3.03507e-19
38446784540.8,4.726,9.42883e+05,9.64823e+02,3.03137e-19
38456419870.0,4.727,9.43561e+05,9.64099e+02,3.02767e-19
38466055199.3,4.728,9.44240e+05,9.63377e+02,3.02398e-19
38475690528.6,4.729,9.44919e+05,9.62655e+02,3.02029e-19
38485325857.8,4.730,9.45598e+05,9.61934e+02,3.01661e-19
38494961187.1,4.732,9.46277e+05,9.61214e+02,3.01294e-19
38504596516.3,4.733,9.46956e+05,9.60495e+02,3.00927e-19
38514231845.6,4.734,9.47635e+05,9.59777e+02,3.00561e-19
38523867174.8,4.735,9.48314e+05,9.59059e+02,3.00195e-19
38533502504.1,4.736,9.48994e+05,9.58343e+02,2.99831e-19
38543137833.3,4.737,9.49674e+05,9.57627e+02,2.99466e-19
38552773162.6,4.739,9.50353e+05,9.56912e+02,2.99102e-19
38562408491.8,4.740,9.51033e+05,9.56197e+02,2.98739e-19
38572043821.1,4.741,9.51713e+05,9.55484e+02,2.98377e-19
38581679150.4,4.742,9.52394e+05,9.54771e+02,2.98015e-19
38591314479.6,4.743,9.53074e+05,9.54059e+02,2.97653e-19
38600949808.9,4.745,9.53754e+05,9.53348e+02,2.97292e-19
38610585138.1,4.746,9.54435e+05,9.52638e+02,2.96932e-19
38620220467.4,4.747,9.55115e+05,9.51929e+02,2.96572e-19
38629855796.6,4.748,9.55796e+05,9.51220e+02,2.96213e-19
38639491125.9,4.749,9.56477e+05,9.50512e+02,2.95855e-19
38649126455.1,4.751,9.57158e+05,9.49805e+02,2.95497e-19
38658761784.4,4.752,9.57839e+05,9.49099e+02,2.95140e-19
38668397113.7,4.753,9.58521e+05,9.48394e+02,2.94783e-19
38678032442.9,4.754,9.59202e+05,9.47689e+02,2.94427e-19
38687667772.2,4.755,9.59884e+05,9.46985e+02,2.94071e-19
38697303101.4,4.756,9.60565e+05,9.46282e+02,2.93716e-19
38706938430.7,4.758,9.61247e+05,9.45580e+02,2.93362e-19
38716573759.9,4.759,9.61929e+05,9.44878e+02,2.93008e-19
38726209089.2,4.760,9.62611e+05,9.44178e+02,2.92655e-19
38735844418.4,4.761,9.63293e+05,9.43478e+02,2.92302e-19
38745479747.7,4.762,9.63975e+05,9.42779e+02,2.91950e-19
38755115077.0,4.764,9.64658e+05,9.42081e+02,2.91598e-19
38764750406.2,4.765,9.65340e+05,9.41383e+02,2.91247e-19
38774385735.5,4.766,9.66023e+05,9.40686e+02,2.90897e-19
38784021064.7,4.767,9.66706e+05,9.39990e+02,2.90547e-19
38793656394.0,4.768,9.67389e+05,9.39295e+02,2.90198e-19
38803291723.2,4.769,9.68072e+05,9.38601e+02,2.89849e-19
38812927052.5,4.771,9.68755e+05,9.37907e+02,2.89501e-19
38822562381.7,4.772,9.69438e+05,9.37214e+02,2.89153e-19
38832197711.0,4.773,9.70121e+05,9.36522e+02,2.88806e-19
38841833040.3,4.774,9.70805e+05,9.35831e+02,2.88460e-19
38851468369.5,4.775,9.71488e+05,9.35141e+02,2.88114e-19
38861103698.8,4.777,9.72172e+05,9.34451e+02,2.87768e-19
38870739028.0,4.778,9.72856e+05,9.33762e+02,2.87423e-19
38880374357.3,4.779,9.73540e+05,9.33074e+02,2.87079e-19
38890009686.5,4.780,9.74224e+05,9.32386e+02,2.86735e-19
38899645015.8,4.781,9.74908e+05,9.31700e+02,2.86392e-19
38909280345.0,4.782,9.75593e+05,9.31014e+02,2.86050e-19
38918915674.3,4.784,9.76277e+05,9.30329e+02,2.85708e-19
38928551003.5,4.785,9.76962e+05,9.29645e+02,2.85366e-19
38938186332.8,4.786,9.77646e+05,9.28961e+02,2.85025e-19
38947821662.1,4.787,9.78331e+05,9.28278e+02,2.84685e-19
38957456991.3,4.788,9.79016e+05,9.27596e+02,2.84345e-19
38967092320.6,4.790,9.79701e+05,9.26915e+02,2.84005e-19
38976727649.8,4.791,9.80386e+05,9.26234e+02,2.83667e-19
38986362979.1,4.792,9.81071e+05,9.25555e+02,2.83328e-19
38995998308.3,4.793,9.81757e+05,9.24876e+02,2.82991e-19
39005633637.6,4.794,9.82442e+05,9.24197e+02,2.82654e-19
39015268966.8,4.796,9.83128e+05,9.23520e+02,2.82317e-19
39024904296.1,4.797,9.83814e+05,9.22843e+02,2.81981e-19
39034539625.4,4.798,9.84500e+05,9.22167e+02,2.81645e-19
39044174954.6,4.799,9.85186e+05,9.21492e+02,2.81310e-19
39053810283.9,4.800,9.85872e+05,9.20818e+02,2.80976e-19
39063445613.1,4.801,9.86558e+05,9.20144e+02,2.80642e-19
39073080942.4,4.803,9.87244e+05,9.19471e+02,2.80309e-19
39082716271.6,4.804,9.87931e+05,9.18799e+02,2.79976e-19
39092351600.9,4.805,9.88617e+05,9.18127e+02,2.79643e-19
39101986930.1,4.806,9.89304e+05,9.17457e+02,2.79312e-19
39111622259.4,4.807,9.89991e+05,9.16787e+02,2.78980e-19
39121257588.7,4.809,9.90677e+05,9.16117e+02,2.78650e-19
39130892917.9,4.810,9.91364e+05,9.15449e+02,2.78319e-19
39140528247.2,4.811,9.92052e+05,9.14781e+02,2.77990e-19
39150163576.4,4.812,9.92739e+05,9.14114e+02,2.77661e-19
39159798905.7,4.813,9.93426e+05,9.13448e+02,2.77332e-19
39169434234.9,4.814,9.94114e+05,9.12782e+02,2.77004e-19
39179069564.2,4.816,9.94801e+05,9.12118e+02,2.76676e-19
39188704893.4,4.817,9.95489e+05,9.11454e+02,2.76349e-19
39198340222.7,4.818,9.96177e+05,9.10790e+02,2.76023e-19
39207975552.0,4.819,9.96865e+05,9.10128e+02,2.75697e-19
39217610881.2,4.820,9.97553e+05,9.09466e+02,2.75371e-19
39227246210.5,4.822,9.98241e+05,9.08805e+02,2.75046e-19
39236881539.7,4.823,9.98929e+05,9.08144e+02,2.74722e-19
39246516869.0,4.824,9.99617e+05,9.07485e+02,2.74398e-19
39256152198.2,4.825,1.00031e+06,9.06826e+02,2.74074e-19
39265787527.5,4.826,1.00099e+06,9.06167e+02,2.73751e-19
39275422856.7,4.827,1.00168e+06,9.05510e+02,2.73429e-19
39285058186.0,4.829,1.00237e+06,9.04853e+02,2.73107e-19
39294693515.2,4.830,1.00306e+06,9.04197e+02,2.72785e-19
39304328844.5,4.831,1.00375e+06,9.03542e+02,2.72465e-19
39313964173.8,4.832,1.00444e+06,9.02887e+02,2.72144e-19
39323599503.0,4.833,1.00513e+06,9.02233e+02,2.71824e-19
39333234832.3,4.835,1.00582e+06,9.01580e+02,2.71505e-19
39342870161.5,4.836,1.00651e+06,9.00928e+02,2.71186e-19
39352505490.8,4.837,1.00720e+06,9.00276e+02,2.70868e-19
39362140820.0,4.838,1.00789e+06,8.99625e+02,2.70550e-19
39371776149.3,4.839,1.00858e+06,8.98975e+02,2.70232e-19
39381411478.5,4.841,1.00927e+06,8.98325e+02,2.69916e-19
39391046807.8,4.842,1.00996e+06,8.97676e+02,2.69599e-19
39400682137.1,4.843,1.01065e+06,8.97028e+02,2.69283e-19
39410317466.3,4.844,1.01134e+06,8.96381e+02,2.68968e-19
39419952795.6,4.845,1.01203e+06,8.95734e+02,2.68653e-19
39429588124.8,4.846,1.01272e+06,8.95088e+02,2.68339e-19
39439223454.1,4.848,1.01341e+06,8.94443e+02,2.68025e-19
39448858783.3,4.849,1.01410e+06,8.93798e+02,2.67712e-19
39458494112.6,4.850,1.01479e+06,8.93154e+02,2.67399e-19
39468129441.8,4.851,1.01548e+06,8.92511e+02,2.67086e-19
39477764771.1,4.852,1.01617e+06,8.91869e+02,2.66774e-19
39487400100.4,4.854,1.01686e+06,8.91227e+02,2.66463e-19
39497035429.6,4.855,1.01755e+06,8.90586e+02,2.66152e-19
39506670758.9,4.856,1.01824e+06,8.89945e+02,2.65842e-19
39516306088.1,4.857,1.01894e+06,8.89306e+02,2.65532e-19
39525941417.4,4.858,1.01963e+06,8.88667e+02,2.65222e-19
39535576746.6,4.859,1.02032e+06,8.88028e+02,2.64913e-19
39545212075.9,4.861,1.02101e+06,8.87391e+02,2.64605e-19
39554847405.1,4.862,1.02170e+06,8.86754e+02,2.64297e-19
39564482734.4,4.863,1.02240e+06,8.86118e+02,2.63989e-19
39574118063.7,4.864,1.02309e+06,8.85482e+02,2.63682e-19
39583753392.9,4.865,1.02378e+06,8.84847e+02,2.63376e-19
39593388722.2,4.867,1.02447e+06,8.84213e+02,2.63070e-19
39603024051.4,4.868,1.02516e+06,8.83580e+02,2.62764e-19
39612659380.7,4.869,1.02586e+06,8.82947e+02,2.62459e-19
39622294709.9,4.870,1.02655e+06,8.82315e+02,2.62154e-19
39631930039.2,4.871,1.02724e+06,8.81683e+02,2.61850e-19
39641565368.4,4.872,1.02793e+06,8.81053e+02,2.61547e-19
39651200697.7,4.874,1.02863e+06,8.80423e+02,2.61243e-19
39660836027.0,4.875,1.02932e+06,8.79793e+02,2.60941e-19
39670471356.2,4.876,1.03001e+06,8.79165e+02,2.60638e-19
39680106685.5,4.877,1.03071e+06,8.78537e+02,2.60337e-19
39689742014.7,4.878,1.03140e+06,8.77909e+02,2.60035e-19
39699377344.0,4.880,1.03209e+06,8.77283e+02,2.59735e-19
39709012673.2,4.881,1.03279e+06,8.76657e+02,2.59434e-19
39718648002.5,4.882,1.03348e+06,8.76031e+02,2.59134e-19
39728283331.7,4.883,1.03417e+06,8.75407e+02,2.58835e-19
39737918661.0,4.884,1.03487e+06,8.74783e+02,2.58536e-19
39747553990.2,4.886,1.03556e+06,8.74160e+02,2.58237e-19
39757189319.5,4.887,1.03626e+06,8.73537e+02,2.57939e-19
39766824648.8,4.888,1.03695e+06,8.72915e+02,2.57642e-19
39776459978.0,4.889,1.03764e+06,8.72294e+02,2.57345e-19
39786095307.3,4.890,1.03834e+06,8.71673e+02,2.57048e-19
39795730636.5,4.891,1.03903e+06,8.71053e+02,2.56752e-19
39805365965.8,4.893,1.03973e+06,8.70434e+02,2.56456e-19
39815001295.0,4.894,1.04042e+06,8.69816e+02,2.56161e-19
39824636624.3,4.895,1.04112e+06,8.69198e+02,2.55866e-19
39834271953.5,4.896,1.04181e+06,8.68580e+02,2.55572e-19
39843907282.8,4.897,1.04251e+06,8.67964e+02,2.55278e-19
39853542612.1,4.899,1.04320e+06,8.67348e+02,2.54984e-19
39863177941.3,4.900,1.04390e+06,8.66733e+02,2.54692e-19
39872813270.6,4.901,1.04459e+06,8.66118e+02,2.54399e-19
39882448599.8,4.902,1.04529e+06,8.65504e+02,2.54107e-19
39892083929.1,4.903,1.04598e+06,8.64891e+02,2.53815e-19
39901719258.3,4.904,1.04668e+06,8.64278e+02,2.53524e-19
39911354587.6,4.906,1.04738e+06,8.63666e+02,2.53233e-19
39920989916.8,4.907,1.04807e+06,8.63055e+02,2.52943e-19
39930625246.1,4.908,1.04877e+06,8.62444e+02,2.52653e-19
39940260575.4,4.909,1.04946e+06,8.61834e+02,2.52364e-19
39949895904.6,4.910,1.05016e+06,8.61225e+02,2.52075e-19
39959531233.9,4.912,1.05085e+06,8.60616e+02,2.51787e-19
39969166563.1,4.913,1.05155e+06,8.60008e+02,2.51499e-19
39978801892.4,4.914,1.05225e+06,8.59400e+02,2.51211e-19
39988437221.6,4.915,1.05294e+06,8.58793e+02,2.50924e-19
39998072550.9,4.916,1.05364e+06,8.58187e+02,2.50637e-19
40007707880.1,4.917,1.05434e+06,8.57582e+02,2.50351e-19
40017343209.4,4.919,1.05503e+06,8.56977e+02,2.50065e-19
40026978538.7,4.920,1.05573e+06,8.56373e+02,2.49780e-19
40036613867.9,4.921,1.05643e+06,8.55769e+02,2.49495e-19
40046249197.2,4.922,1.05712e+06,8.55166e+02,2.49210e-19
40055884526.4,4.923,1.05782e+06,8.54564e+02,2.48926e-19
40065519855.7,4.925,1.05852e+06,8.53962e+02,2.48643e-19
40075155184.9,4.926,1.05922e+06,8.53361e+02,2.48360e-19
40084790514.2,4.927,1.05991e+06,8.52761e+02,2.48077e-19
40094425843.4,4.928,1.06061e+06,8.52161e+02,2.47795e-19
40104061172.7,4.929,1.06131e+06,8.51562e+02,2.47513e-19
40113696501.9,4.931,1.06201e+06,8.50963e+02,2.47231e-19
40123331831.2,4.932,1.06270e+06,8.50365e+02,2.46950e-19
40132967160.5,4.933,1.06340e+06,8.49768e+02,2.46670e-19
40142602489.7,4.934,1.06410e+06,8.49172e+02,2.46390e-19
40152237819.0,4.935,1.06480e+06,8.48576e+02,2.46110e-19
40161873148.2,4.936,1.06550e+06,8.47980e+02,2.45831e-19
40171508477.5,4.938,1.06620e+06,8.47386e+02,2.45552e-19
40181143806.7,4.939,1.06689e+06,8.46791e+02,2.45273e-19
40190779136.0,4.940,1.06759e+06,8.46198e+02,2.44995e-19
40200414465.2,4.941,1.06829e+06,8.45605e+02,2.44718e-19
40210049794.5,4.942,1.06899e+06,8.45013e+02,2.44441e-19
40219685123.8,4.944,1.06969e+06,8.44421e+02,2.44164e-19
40229320453.0,4.945,1.07039e+06,8.43830e+02,2.43888e-19
40238955782.3,4.946,1.07109e+06,8.43240e+02,2.43612e-19
40248591111.5,4.947,1.07179e+06,8.42650e+02,2.43336e-19
40258226440.8,4.948,1.07248e+06,8.42061e+02,2.43061e-19
40267861770.0,4.949,1.07318e+06,8.41472e+02,2.42787e-19
40277497099.3,4.951,1.07388e+06,8.40884e+02,2.42513e-19
40287132428.5,4.952,1.07458e+06,8.40297e+02,2.42239e-19
40296767757.8,4.953,1.07528e+06,8.39710e+02,2.41965e-19
40306403087.1,4.954,1.07598e+06,8.39124e+02,2.41693e-19
40316038416.3,4.955,1.07668e+06,8.38539e+02,2.41420e-19
40325673745.6,4.957,1.07738e+06,8.37954e+02,2.41148e-19
40335309074.8,4.958,1.07808e+06,8.37370e+02,2.40876e-19
40344944404.1,4.959,1.07878e+06,8.36786e+02,2.40605e-19
40354579733.3,4.960,1.07948e+06,8.36203e+02,2.40334e-19
40364215062.6,4.961,1.08018e+06,8.35621e+02,2.40064e-19
40373850391.8,4.962,1.08088e+06,8.35039e+02,2.39794e-19
40383485721.1,4.964,1.08158e+06,8.34458e+02,2.39524e-19
40393121050.4,4.965,1.08228e+06,8.33877e+02,2.39255e-19
40402756379.6,4.966,1.08298e+06,8.33297e+02,2.38986e-19
40412391708.9,4.967,1.08368e+06,8.32717e+02,2.38718e-19
40422027038.1,4.968,1.08438e+06,8.32139e+02,2.38450e-19
40431662367.4,4.970,1.08509e+06,8.31560e+02,2.38182e-19
40441297696.6,4.971,1.08579e+06,8.30983e+02,2.37915e-19
40450933025.9,4.972,1.08649e+06,8.30406e+02,2.37648e-19
40460568355.1,4.973,1.08719e+06,8.29829e+02,2.37382e-19
40470203684.4,4.974,1.08789e+06,8.29253e+02,2.37116e-19
